0,0,0,0,0,0,1,0,0.0001206398,500.0003
0.02,0,0,0,0,0,1,0,0.0001206398,500.0003
0.04,0.06070739,-0.02411957,0.01550269,0.1892629,-0.1775505,0.9657409,94.69225,-88.79928,482.8863
0.2659157,0.06259089,-0.0214486,0.01209535,0.1995207,-0.157485,0.9671556,99.82296,-78.76411,483.5902
0.2902004,0.06289107,-0.02144236,0.01194659,0.1999682,-0.1570251,0.967138,100.0471,-78.53399,483.5812
0.3021781,0.06309094,-0.02143655,0.01184548,0.2002226,-0.156694,0.9671391,100.1744,-78.36847,483.5817
0.3124752,0.06323709,-0.0214061,0.01174571,0.2005378,-0.1562893,0.9671392,100.3322,-78.16615,483.5817
0.3254702,0.06335171,-0.02132678,0.01161311,0.2007641,-0.1555589,0.96721,100.4455,-77.80064,483.6169
0.3405344,0.06343028,-0.02123414,0.01148464,0.2010182,-0.1548001,0.967279,100.5726,-77.42138,483.6513
0.3535251,0.06348907,-0.02122432,0.01144663,0.2013809,-0.1547109,0.9672178,100.754,-77.37682,483.6207
0.3687183,0.06357478,-0.0212033,0.01138462,0.2016746,-0.154475,0.9671943,100.901,-77.25876,483.6089
0.3835646,0.06360064,-0.02113179,0.01130194,0.2018458,-0.1539436,0.9672433,100.9866,-76.99281,483.6333
0.3974672,0.06364492,-0.02117544,0.01132331,0.2018962,-0.1541984,0.9671922,101.0118,-77.12048,483.6078
0.411007,0.06373245,-0.02121764,0.01132222,0.2018744,-0.1543477,0.967173,101.001,-77.19518,483.5981
0.4269812,0.06382767,-0.02127671,0.0113339,0.2017591,-0.1545843,0.9671592,100.9435,-77.31338,483.5913
0.4407738,0.06393184,-0.02130786,0.01131377,0.2016717,-0.1546055,0.9671741,100.8999,-77.32414,483.5987
0.4548969,0.06401085,-0.02135495,0.01132143,0.2017883,-0.1548386,0.9671125,100.9582,-77.44075,483.5679
0.4682882,0.06407207,-0.02144584,0.01138052,0.2020416,-0.1554593,0.96696,101.085,-77.751,483.4917
0.4834007,0.06414353,-0.02145495,0.01135464,0.2020435,-0.1553983,0.9669694,101.086,-77.72068,483.4964
0.4972832,0.0641837,-0.02159868,0.01147547,0.2016389,-0.1562836,0.9669111,100.8837,-78.16347,483.4674
0.5116629,0.06417438,-0.02178983,0.01166645,0.2010098,-0.1575506,0.9668365,100.5691,-78.79722,483.4303
0.5252136,0.06404876,-0.02194665,0.01188005,0.200381,-0.1587732,0.9667671,100.2546,-79.40851,483.3957
0.5404456,0.06392975,-0.02202985,0.01201851,0.199615,-0.1594089,0.966821,99.87153,-79.72634,483.4228
0.5538263,0.06382634,-0.022119,0.01215485,0.1989639,-0.1600873,0.9668431,99.54581,-80.06583,483.434
0.5685604,0.06373468,-0.02221457,0.01229142,0.1982912,-0.1607853,0.9668654,99.20943,-80.41482,483.4453
0.5834112,0.06364425,-0.02237153,0.0124864,0.1975681,-0.1619166,0.9668247,98.84775,-80.98078,483.4251
0.596481,0.06351553,-0.02260656,0.01277401,0.1968449,-0.163682,0.9666749,98.48607,-81.86358,483.3506
0.6102821,0.06340508,-0.02294619,0.01315172,0.1962295,-0.1661965,0.9663709,98.17828,-83.12109,483.1989
0.6266195,0.06331343,-0.02336922,0.0135976,0.1955955,-0.1692682,0.9659662,97.86116,-84.65749,482.997
0.6406632,0.06321779,-0.0238697,0.01411528,0.1948897,-0.1728749,0.96547,97.50816,-86.46125,482.7495
0.6535517,0.06317915,-0.02443297,0.01466094,0.1943395,-0.1768548,0.9648599,97.233,-88.45189,482.4449
0.6687438,0.06320405,-0.02504811,0.01522031,0.1938163,-0.1810838,0.9641805,96.97145,-90.56682,482.1058
0.6830583,0.06326298,-0.02572043,0.01581103,0.1932459,-0.1856282,0.9634305,96.68631,-92.83975,481.7314
0.6976105,0.06334487,-0.02633608,0.01633383,0.1928104,-0.1897426,0.9627159,96.46863,-94.89775,481.3747
0.7121933,0.06337975,-0.02679375,0.01673141,0.1925445,-0.1928462,0.9621522,96.33576,-96.44979,481.0932
0.7260822,0.06340612,-0.02718609,0.01707173,0.1924199,-0.1955288,0.9616356,96.27339,-97.79161,480.8352
0.7406442,0.06342209,-0.02757491,0.01741173,0.1924012,-0.1982213,0.961088,96.26409,-99.13821,480.5617
0.7548529,0.06351796,-0.0280375,0.01777836,0.1922184,-0.2012484,0.9604953,96.17284,-100.6521,480.2657
0.7701512,0.06363054,-0.02857304,0.01819876,0.1916611,-0.2046551,0.9598866,95.89428,-102.3561,479.9619
0.7833179,0.06367256,-0.02917224,0.01870366,0.1906432,-0.2084951,0.9592627,95.38536,-104.2766,479.6504
0.7972407,0.06361893,-0.02978483,0.01925945,0.1892339,-0.2124733,0.9586687,94.68063,-106.2666,479.3539
0.8116666,0.06347236,-0.03017105,0.01965865,0.1878302,-0.2150334,0.9583739,93.97868,-107.5468,479.2069
0.8259043,0.06333055,-0.03054417,0.02004212,0.1864364,-0.217489,0.9580919,93.28164,-108.775,479.0663
0.8408943,0.06312787,-0.0309005,0.02043659,0.1849257,-0.2198931,0.9578359,92.52608,-109.9774,478.9387
0.8545766,0.06293723,-0.03123379,0.02080393,0.1835427,-0.2221428,0.9575827,91.83436,-111.1027,478.8125
0.8692236,0.06271274,-0.03149319,0.0211223,0.1822698,-0.2239646,0.9574015,91.19772,-112.0138,478.7222
0.8831844,0.06248813,-0.03170336,0.02139802,0.1811744,-0.2254898,0.9572514,90.64977,-112.7767,478.6475
0.8984368,0.06227864,-0.03189849,0.02165332,0.1803217,-0.2269421,0.9570692,90.22324,-113.5029,478.5566
0.9115771,0.06216794,-0.03210472,0.02187356,0.1798492,-0.2283984,0.9568116,89.98682,-114.2315,478.428
0.9265729,0.06209713,-0.03227481,0.02204573,0.1796437,-0.2296083,0.9565606,89.88403,-114.8365,478.3027
0.9410002,0.06209604,-0.03250506,0.02223668,0.1796169,-0.2311529,0.9561936,89.87061,-115.6091,478.1193
